"","day","time","ampm","meeting","location","address","format","city","type","state","lon","lat","schedule","county"
"233","Tuesday",12:00:00,"pm","AA On Houser Group","704 S Houser Street","704 S Houser St, Muscatine, IA","English","Muscatine","Alcoholics Anonymous","Iowa",-91.0804298,41.4090928,"1d 12H 0M 0S","Muscatine"
"234","Tuesday",12:00:00,"pm","Hospital Group(Boyd Tower 5th floor rm 5024)","730 S Dubuque St","730 S Dubuque St, Iowa City, IA",NA,"Iowa City","Alcoholics Anonymous","Iowa",-91.532774,41.652401,"1d 12H 0M 0S","Johnson"
"235","Tuesday",12:00:00,"pm","Mercy Group","CR Gratitude","212 Edgewood Rd SW, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.7163537,41.9666336,"1d 12H 0M 0S","Linn"
"236","Tuesday",12:00:00,"pm","New Hope Group- Beaver Online Meeting","Hope Methodist Church","4525 Beaver Ave, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6772985,41.643268,"1d 12H 0M 0S","Polk"
"237","Tuesday",12:00:00,"pm","Marshalltown Group","Marshalltown","1311 E Nevada St, Marshalltown, IA","Closed, Discussion","Marshalltown","Alcoholics Anonymous","Iowa",-92.8901778,42.0441111,"1d 12H 0M 0S","Marshall"
"238","Tuesday",12:00:00,"pm","McCormick Clubhouse","McCormick","1201 McCormick Ave, Ames, IA","Discussion, Open","Ames","Alcoholics Anonymous","Iowa",-93.5862918,42.0331781,"1d 12H 0M 0S","Story"
"239","Tuesday",12:00:00,"pm","Ladies Downtown Group Women","People's Clinic","905 Franklin St, Waterloo, IA","English, Wheelchair Access, Wheelchair-Accessible Bathroom, Women","Waterloo","Alcoholics Anonymous","Iowa",-92.3291728,42.4987904,"1d 12H 0M 0S","Black Hawk"
"240","Tuesday",12:00:00,"pm","Independence Downtown Group","St. James Episcopal Church","202 2nd Ave NE, Independence, IA","English","Independence","Alcoholics Anonymous","Iowa",-91.8928488,42.4702491,"1d 12H 0M 0S","Buchanan"
"241","Tuesday",12:00:00,"pm","High & Dry Group Online Meeting","St. John's Lutheran Church","600 6th Ave, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6259756,41.5899287,"1d 12H 0M 0S","Polk"
"242","Tuesday",12:00:00,"pm","Newton Group","St. Stephen's Episcopal Church","223 E 4th St N, Newton, IA","Big Book, Open, Wheelchair Access","Newton","Alcoholics Anonymous","Iowa",-93.0501865,41.7010911,"1d 12H 0M 0S","Jasper"
"243","Tuesday",12:00:00,"pm","Serenity Group","Talbot house","810 Timea St, Keokuk, IA","English, Open","Keokuk","Alcoholics Anonymous","Iowa",-91.3904367,40.3957201,"1d 12H 0M 0S","Lee"
"244","Tuesday",12:00:00,"pm","White House Group Women, Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access, Women","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 12H 0M 0S","Polk"
"245","Tuesday",12:00:00,"pm","White House Group Men, Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Big Book, Location Temporarily Closed, Men, Open, Step Meeting, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 12H 0M 0S","Polk"
"246","Tuesday",12:00:00,"pm","White House/ Alano Society","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 12H 0M 0S","Polk"
"247","Tuesday",12:05:00,"pm","Pilot Knob A.A. Group","First Congregational Church","145 E J St, Forest City, IA","English","Forest City","Alcoholics Anonymous","Iowa",-93.6374013,43.263637,"1d 12H 5M 0S","Winnebago"
"248","Tuesday",12:10:00,"pm","511 Melrose Group","511 Melrose Ave","511 Melrose Ave, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.5463066,41.656611,"1d 12H 10M 0S","Johnson"
"249","Tuesday",12:10:00,"pm","Blue  Group","730 S Dubuque St","730 S Dubuque St, Iowa City, IA",NA,"Iowa City","Alcoholics Anonymous","Iowa",-91.532774,41.652401,"1d 12H 10M 0S","Johnson"
"250","Tuesday",12:10:00,"pm","Group Online Meeting","Unitarian Church","1015 N Hyland Ave, Ames, IA","Big Book, Closed, Discussion, Location Temporarily Closed, Online Meeting","Ames","Alcoholics Anonymous","Iowa",-93.6561848,42.0315964,"1d 12H 10M 0S","Story"
"251","Tuesday",01:00:00,"pm","Discovery Group","1700 B Ave NE","1700 B Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6502771,41.9924178,"1d 13H 0M 0S","Linn"
"252","Tuesday",02:30:00,"pm","Sober Sisters Group","1670 Asbury Rd","1670 Asbury Rd, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6966005,42.50074,"1d 14H 30M 0S","Dubuque"
"253","Tuesday",03:00:00,"pm","Afternoon Matinee Group","Jackson Recovery","420 Jones St, Sioux City, IA","Open","Sioux City","Alcoholics Anonymous","Iowa",-96.4003801,42.4950346,"1d 15H 0M 0S","Woodbury"
"254","Tuesday",05:00:00,"pm","Blandine Group","117 1/2 Perry Street","117 S Perry St, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5726376,41.5197075,"1d 17H 0M 0S","Scott"
"255","Tuesday",05:00:00,"pm","Books Not Booze","1403 Summit","1403 Summit St, Sioux City, IA","English, Open","Sioux City","Alcoholics Anonymous","Iowa",-96.4097948,42.5052046,"1d 17H 0M 0S","Woodbury"
"256","Tuesday",05:30:00,"pm","Central Discussion Group","1706 Brady Street #105","1706 Brady St #105, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5750676,41.5372533,"1d 17H 30M 0S","Scott"
"257","Tuesday",05:30:00,"pm","Bettendorf Group","2204 Grant Street","2204 Grant St, Bettendorf, IA","English","Bettendorf","Alcoholics Anonymous","Iowa",-90.5018126,41.5270071,"1d 17H 30M 0S","Scott"
"258","Tuesday",05:30:00,"pm","West End A.A. Group","2603 Rockingham Rd","2603 Rockingham Rd, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.6154944,41.5128781,"1d 17H 30M 0S","Scott"
"259","Tuesday",05:30:00,"pm","Anything Goes Location Temporarily Closed","Copper Kitchen Restaurant","1225 Copper Creek Dr, Pleasant Hill, IA","Location Temporarily Closed, Open, Wheelchair Access","Pleasant Hill","Alcoholics Anonymous","Iowa",-93.523329,41.6018358,"1d 17H 30M 0S","Polk"
"260","Tuesday",05:30:00,"pm","Happy Hour Group","Fellowship Club","3224 1st Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6355274,42.0106374,"1d 17H 30M 0S","Linn"
"261","Tuesday",06:00:00,"pm","Happy Hour Group","1646 Asbury Rd","1646 Asbury Rd, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6960999,42.5004555,"1d 18H 0M 0S","Dubuque"
"262","Tuesday",06:00:00,"pm","511 Melrose Group","511 Melrose Ave","511 Melrose Ave, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.5463066,41.656611,"1d 18H 0M 0S","Johnson"
"263","Tuesday",06:00:00,"pm","Men In Action Men, Location Temporarily Closed","Ankeny First United Methodist Church CLC","710 NE 36th St, Ankeny, IA","Location Temporarily Closed, Men, Open, Wheelchair Access","Ankeny","Alcoholics Anonymous","Iowa",-93.5873596,41.7623931,"1d 18H 0M 0S","Polk"
"264","Tuesday",06:00:00,"pm","Marshalltown Group Women","Marshalltown","1311 E Nevada St, Marshalltown, IA","Closed, Discussion, Women","Marshalltown","Alcoholics Anonymous","Iowa",-92.8901778,42.0441111,"1d 18H 0M 0S","Marshall"
"265","Tuesday",06:00:00,"pm","Washburn AA Group","St. Paul's Presbyterian Church","410 1st St, Washburn, IA","Closed, English, Step Meeting, Wheelchair Access, Wheelchair-Accessible Bathroom","Washburn","Alcoholics Anonymous","Iowa",-92.2692503,42.4122883,"1d 18H 0M 0S","Black Hawk"
"266","Tuesday",06:00:00,"pm","Function in the Junction- NEW Temp Location! Online Meeting","United Methodist Church","720 Grand Ave, West Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","West Des Moines","Alcoholics Anonymous","Iowa",-93.7124942,41.5823446,"1d 18H 0M 0S","Polk"
"267","Tuesday",06:00:00,"pm","LGBTQ & Friends Location Temporarily Closed","Wesley House","2718 University Ave, Des Moines, IA","LGBTQ, Location Temporarily Closed, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6542244,41.6001158,"1d 18H 0M 0S","Polk"
"268","Tuesday",06:00:00,"pm","Keep It Simple Sister Women, Online Meeting","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Step Meeting, Wheelchair Access, Women","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 18H 0M 0S","Polk"
"269","Tuesday",06:00:00,"pm","White House Group Women, Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access, Women","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 18H 0M 0S","Polk"
"270","Tuesday",06:30:00,"pm","Courage To Change Group","1401 N. Perry St","1401 N Perry St, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.5721102,41.5344575,"1d 18H 30M 0S","Scott"
"271","Tuesday",06:30:00,"pm","Grupo Buena Voluntad","407 11th St.","407 11th St, Sioux City, IA","Open, Spanish","Sioux City","Alcoholics Anonymous","Iowa",-96.406136,42.5019133,"1d 18H 30M 0S","Woodbury"
"272","Tuesday",06:30:00,"pm","Serenity on Tap","410 S 16th Street","410 S 16th St, Council Bluffs, IA","Discussion, Open","Council Bluffs","Alcoholics Anonymous","Iowa",-95.8678129,41.2575288,"1d 18H 30M 0S","Pottawattamie"
"273","Tuesday",06:30:00,"pm","Foglight Group","704 S Houser Street","704 S Houser St, Muscatine, IA","English","Muscatine","Alcoholics Anonymous","Iowa",-91.0804298,41.4090928,"1d 18H 30M 0S","Muscatine"
"274","Tuesday",06:30:00,"pm","Big Book Study Group","Asbury United Methodist Church","1809 Mississippi Blvd, Bettendorf, IA",NA,"Bettendorf","Alcoholics Anonymous","Iowa",-90.5066979,41.5279316,"1d 18H 30M 0S","Scott"
"275","Tuesday",06:30:00,"pm","Newton Group Men","St. Stephen's Episcopal Church","223 E 4th St N, Newton, IA","Men, Open, Wheelchair Access","Newton","Alcoholics Anonymous","Iowa",-93.0501865,41.7010911,"1d 18H 30M 0S","Jasper"
"276","Tuesday",06:30:00,"pm","Hudson Group","St. Timothy's Lutheran Church","1 Thelma St, Hudson, IA","Big Book, Discussion, English, Open, Speaker, Step Meeting, Tradition Study, Wheelchair Access, Wheelchair-Accessible Bathroom","Hudson","Alcoholics Anonymous","Iowa",-92.4496361,42.4075878,"1d 18H 30M 0S","Black Hawk"
"277","Tuesday",06:30:00,"pm","New Pair of Glasses Online Meeting","Zion Lutheran Church","4300 Beaver Ave, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Step Meeting, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6788833,41.6388596,"1d 18H 30M 0S","Polk"
"278","Tuesday",07:00:00,"pm","Anony Group In Riverside","11 2nd St","11 W 2nd St, Riverside, IA","English","Riverside","Alcoholics Anonymous","Iowa",-91.5817107,41.4807106,"1d 19H 0M 0S","Washington"
"279","Tuesday",07:00:00,"pm","Rebos Group","1101 Summit","1101 E Summit St, Red Oak, IA","English","Red Oak","Alcoholics Anonymous","Iowa",-95.2190826,41.0166506,"1d 19H 0M 0S","Montgomery"
"280","Tuesday",07:00:00,"pm","Tuesday Alano Group","12 N 7th Street","12 N 7th St, Ft. Dodge, IA","English","Fort Dodge","Alcoholics Anonymous","Iowa",-94.2011921,42.5107884,"1d 19H 0M 0S","Webster"
"281","Tuesday",07:00:00,"pm","Tuesday Night Big Book Study Group","1240 Heirs Ave","1240 Heires Ave, Carroll, IA","English","Carroll","Alcoholics Anonymous","Iowa",-94.8817664,42.0771004,"1d 19H 0M 0S","Carroll"
"282","Tuesday",07:00:00,"pm","West Union Group","128 N Walnut Street","128 N Walnut St, West Union, IA","English","West Union","Alcoholics Anonymous","Iowa",-91.8065629,42.9622013,"1d 19H 0M 0S","Fayette"
"283","Tuesday",07:00:00,"pm","F & G- Online Only Online Meeting","1620 Pleasant St. Suite 228","1620 Pleasant St #228, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open","Des Moines","Alcoholics Anonymous","Iowa",-93.6395537,41.5894617,"1d 19H 0M 0S","Polk"
"284","Tuesday",07:00:00,"pm","Fairfield at 1st Pres. Church Women","1st Presbyterian Church","200 S Main St, Fairfield, IA","Closed, Wheelchair Access, Women","Fairfield","Alcoholics Anonymous","Iowa",-91.9642263,41.0053176,"1d 19H 0M 0S","Jefferson"
"285","Tuesday",07:00:00,"pm","Womens Meeting Women","1st Presbyterian Church","200 S Main St, Fairfield, IA","Women","Fairfield","Alcoholics Anonymous","Iowa",-91.9642263,41.0053176,"1d 19H 0M 0S","Jefferson"
"286","Tuesday",07:00:00,"pm","Right Group","202 E Washington","202 E Washington St, Mt. Pleasant, IA","Closed, English","Mount Pleasant","Alcoholics Anonymous","Iowa",-91.5515197,40.9649605,"1d 19H 0M 0S","Henry"
"287","Tuesday",07:00:00,"pm","Guttenberg Group","203 Pearl St","203 Pearl St, Guttenberg, IA","English","Guttenberg","Alcoholics Anonymous","Iowa",-91.0992992,42.7846568,"1d 19H 0M 0S","Clayton"
"288","Tuesday",07:00:00,"pm","Fellowship Group","214 N 4th Street","214 N 4th St, Burlington, IA","English, Open","Burlington","Alcoholics Anonymous","Iowa",-91.1036684,40.8099373,"1d 19H 0M 0S","Des Moines"
"289","Tuesday",07:00:00,"pm","Traditionally Why It Works Grp","225 S 35th St","225 35th St, Marion, IA","English","Marion","Alcoholics Anonymous","Iowa",-91.5738676,42.0287862,"1d 19H 0M 0S","Linn"
"290","Tuesday",07:00:00,"pm","West End A.A. Group","2603 Rockingham Rd","2603 Rockingham Rd, Davenport, IA","English","Davenport","Alcoholics Anonymous","Iowa",-90.6154944,41.5128781,"1d 19H 0M 0S","Scott"
"291","Tuesday",07:00:00,"pm","Northwood Group","309 N 9th Street","309 9th St N, Northwood, IA","Closed, English, Wheelchair Access, Wheelchair-Accessible Bathroom","Northwood","Alcoholics Anonymous","Iowa",-93.2192076,43.447848,"1d 19H 0M 0S","Worth"
"292","Tuesday",07:00:00,"pm","Manchester A.A. Group","312 Butler St.","312 E Butler St, Manchester, IA","English","Manchester","Alcoholics Anonymous","Iowa",-91.4545328,42.4860802,"1d 19H 0M 0S","Delaware"
"293","Tuesday",07:00:00,"pm","Moville Tuesday Night Group","323 S 4th Street","323 S 4th St, Moville, IA","English","Moville","Alcoholics Anonymous","Iowa",-96.0695031,42.4848292,"1d 19H 0M 0S","Woodbury"
"294","Tuesday",07:00:00,"pm","Buffalo Group","329 Dodge St","329 Dodge St, Buffalo, IA","English","Buffalo","Alcoholics Anonymous","Iowa",-90.716151,41.458038,"1d 19H 0M 0S","Scott"
"295","Tuesday",07:00:00,"pm","Grupo Un Nuevo Despertar","3650 68th Street","3650 68th St, Urbandale, IA","Spanish","Urbandale","Alcoholics Anonymous","Iowa",-93.7100956,41.6285778,"1d 19H 0M 0S","Polk"
"296","Tuesday",07:00:00,"pm","Sons and Daughters In Recovery Group","4313 Main St","4313 Main St, Elk Horn, IA","English","Elk Horn","Alcoholics Anonymous","Iowa",-95.0594216,41.5951603,"1d 19H 0M 0S","Shelby"
"297","Tuesday",07:00:00,"pm","NLAA Tuesday Group","520 W Cherry St","520 W Cherry St, North Liberty, IA","English","North Liberty","Alcoholics Anonymous","Iowa",-91.605217,41.7502522,"1d 19H 0M 0S","Johnson"
"298","Tuesday",07:00:00,"pm","Grupo Esperanza (Hope)","704 S Houser Street","704 S Houser St, Muscatine, IA","Spanish","Muscatine","Alcoholics Anonymous","Iowa",-91.0804298,41.4090928,"1d 19H 0M 0S","Muscatine"
"299","Tuesday",07:00:00,"pm","De Witt Group","816 6th Ave","816 6th Ave, De Witt, IA","Closed, English","De Witt","Alcoholics Anonymous","Iowa",-90.538759,41.823861,"1d 19H 0M 0S","Clinton"
"300","Tuesday",07:00:00,"pm","Tuesday Nite Group","Adel American Legion","119 N 9th St, Adel, IA","Open, Wheelchair Access","Adel","Alcoholics Anonymous","Iowa",-94.0190046,41.617983,"1d 19H 0M 0S","Dallas"
"301","Tuesday",07:00:00,"pm","Stratford Meeting","Calvary Methodist Church","901 Moore St, Stratford, IA","Big Book, Open","Stratford","Alcoholics Anonymous","Iowa",-93.9247789,42.2717119,"1d 19H 0M 0S","Hamilton"
"302","Tuesday",07:00:00,"pm","Tuesday Night Big Book Discussion Group Online Meeting","Collegiate Methodist","2622 Lincoln Way, Ames, IA","Discussion, Location Temporarily Closed, Online Meeting, Open","Ames","Alcoholics Anonymous","Iowa",-93.6524225,42.0223278,"1d 19H 0M 0S","Story"
"303","Tuesday",07:00:00,"pm","Denver Group","East Franklin St. Peter's Lutheran Church","E Franklin St, Denver, IA","Closed, English, Step Meeting","Denver","Alcoholics Anonymous","Iowa",-92.3327305,42.6722635,"1d 19H 0M 0S","Bremer"
"304","Tuesday",07:00:00,"pm","New Beginnings Group","Fellowship Club","3224 1st Ave NE, Cedar Rapids, IA","English","Cedar Rapids","Alcoholics Anonymous","Iowa",-91.6355274,42.0106374,"1d 19H 0M 0S","Linn"
"305","Tuesday",07:00:00,"pm","South Sioux City Group","First Luthern Church","3601 Dakota Ave, Sioux City, IA","Open","Sioux City","Alcoholics Anonymous","Iowa",-96.4149321,42.4558465,"1d 19H 0M 0S","Woodbury"
"306","Tuesday",07:00:00,"pm","Serenity Seekers Group","First United Methodist Church","718 Clay St #156, Cedar Falls, IA","Closed, English, Step Meeting","Cedar Falls","Alcoholics Anonymous","Iowa",-92.4472812,42.5318095,"1d 19H 0M 0S","Black Hawk"
"307","Tuesday",07:00:00,"pm","Caring & Sharing Group","Grace Community Church","301 W 2nd St, Washington, IA","Closed, English","Washington","Alcoholics Anonymous","Iowa",-91.6945218,41.3001861,"1d 19H 0M 0S","Washington"
"308","Tuesday",07:00:00,"pm","Discussion Group Location Temporarily Closed","Hwy 71 S","U.S. Highway 71 South, Okoboji, IA","English, Location Temporarily Closed","Okoboji","Alcoholics Anonymous","Iowa",-95.1280634,43.3800558,"1d 19H 0M 0S","Dickinson"
"309","Tuesday",07:00:00,"pm","As Bill Sees It Discussion Group","Lakes Regional Healthcare","2323 US-71, Spirit Lake, IA","Open","Spirit Lake","Alcoholics Anonymous","Iowa",-95.125057,43.4177117,"1d 19H 0M 0S","Dickinson"
"310","Tuesday",07:00:00,"pm","Progress Not Perfection Online Meeting","Lutheran Church of the Cross- Cross Creek Bldg","1701 8th St SW, Altoona, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Altoona","Alcoholics Anonymous","Iowa",-93.4846066,41.644725,"1d 19H 0M 0S","Polk"
"311","Tuesday",07:00:00,"pm","Madrid Group Location Temporarily Closed","Lutheran Nursing Home","613 W North St, Madrid, IA","Location Temporarily Closed","Madrid","Alcoholics Anonymous","Iowa",-93.8276852,41.8786752,"1d 19H 0M 0S","Boone"
"312","Tuesday",07:00:00,"pm","Tuesday Night Early Bird Group","Mayflower Church","1407 W 18th St, Sioux City, IA","English","Sioux City","Alcoholics Anonymous","Iowa",-96.4260818,42.5096184,"1d 19H 0M 0S","Woodbury"
"313","Tuesday",07:00:00,"pm","McCormick Clubhouse","McCormick","1201 McCormick Ave, Ames, IA","Closed, Discussion","Ames","Alcoholics Anonymous","Iowa",-93.5862918,42.0331781,"1d 19H 0M 0S","Story"
"314","Tuesday",07:00:00,"pm","Misfits Group","Misfits Building","1927 Keokuk St, Iowa City, IA","English","Iowa City","Alcoholics Anonymous","Iowa",-91.5252881,41.6416436,"1d 19H 0M 0S","Johnson"
"315","Tuesday",07:00:00,"pm","Grundy Center Group","Orchard Hill Church","1800 G Ave, Grundy Center, IA","English, Open, Step Meeting","Grundy Center","Alcoholics Anonymous","Iowa",-92.788048,42.3614413,"1d 19H 0M 0S","Grundy"
"316","Tuesday",07:00:00,"pm","Live and Let Live","Our Lady's Immaculate Heart Church","510 E 1st St, Ankeny, IA","Open, Wheelchair Access","Ankeny","Alcoholics Anonymous","Iowa",-93.5923432,41.7329555,"1d 19H 0M 0S","Polk"
"317","Tuesday",07:00:00,"pm","Hampton Old Timers","ST. Patricks Catholic Church","1405 N Federal St, Hampton, IA","Closed, Wheelchair Access, Wheelchair-Accessible Bathroom","Hampton","Alcoholics Anonymous","Iowa",-93.2064507,42.7552675,"1d 19H 0M 0S","Franklin"
"318","Tuesday",07:00:00,"pm","Winterset- How It Works Location Temporarily Closed","Saint Joseph's Catholic Church","1026 N 8th Ave, Winterset, IA","Big Book, Location Temporarily Closed, Open, Step Meeting, Wheelchair Access","Winterset","Alcoholics Anonymous","Iowa",-94.0231526,41.3427523,"1d 19H 0M 0S","Madison"
"319","Tuesday",07:00:00,"pm","Whiting AA Group","Sloan State Bank","710 Blair St, Whiting, IA","English","Whiting","Alcoholics Anonymous","Iowa",-96.1529624,42.1278358,"1d 19H 0M 0S","Monona"
"320","Tuesday",07:00:00,"pm","Beaverdale Group Online Meeting","St Andrews Episcopal Church","5720 Urbandale Ave, Des Moines, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6966154,41.6216868,"1d 19H 0M 0S","Polk"
"321","Tuesday",07:00:00,"pm","Full Support Womens Women, Online Meeting","St Johns Episcopal Church","2338 Lincoln Way, Ames, IA","Babysitting Available, Discussion, Location Temporarily Closed, Online Meeting, Open, Women","Ames","Alcoholics Anonymous","Iowa",-93.6481458,42.0223089,"1d 19H 0M 0S","Story"
"322","Tuesday",07:00:00,"pm","Des Moines Young People's Group (Tues) Online Meeting","St Paul's Episcopal Church","815 High St, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6291026,41.5879997,"1d 19H 0M 0S","Polk"
"323","Tuesday",07:00:00,"pm","North Linn Group","State 7 Franklin Street","7 Franklin St, Center Point, IA","English","Center Point","Alcoholics Anonymous","Iowa",-91.7772088,42.1841351,"1d 19H 0M 0S","Linn"
"324","Tuesday",07:00:00,"pm","Boone Group","The Zoo","917 10th St, Boone, IA","Big Book, Closed","Boone","Alcoholics Anonymous","Iowa",-93.8793316,42.0660693,"1d 19H 0M 0S","Boone"
"325","Tuesday",07:00:00,"pm","One Page At A Time","United Methodist Church","100 E 2nd St, Casey, IA","Big Book, Open, Wheelchair Access","Casey","Alcoholics Anonymous","Iowa",-94.519254,41.5088378,"1d 19H 0M 0S","Guthrie"
"326","Tuesday",07:00:00,"pm","Vets Meeting Location Temporarily Closed","Veterans Hospital, Bldg 1- # 2756","3600 30th St, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.664428,41.627818,"1d 19H 0M 0S","Polk"
"327","Tuesday",07:00:00,"pm","Panora- Jaywalkers Group Location Temporarily Closed","Vets. Aud./ Comm. Center","1011 W Main St, Panora, IA","Big Book, Location Temporarily Closed, Open","Panora","Alcoholics Anonymous","Iowa",-94.3739151,41.6918802,"1d 19H 0M 0S","Guthrie"
"328","Tuesday",07:30:00,"pm","Clear Lake Group","1115 E Main Avenue","1115 Main Ave, Clear Lake, IA","Big Book, Closed","Clear Lake","Alcoholics Anonymous","Iowa",-93.3746176,43.1369612,"1d 19H 30M 0S","Cerro Gordo"
"329","Tuesday",07:30:00,"pm","Pass It On Group","1646 Asbury Rd","1646 Asbury Rd, Dubuque, IA","English","Dubuque","Alcoholics Anonymous","Iowa",-90.6960999,42.5004555,"1d 19H 30M 0S","Dubuque"
"330","Tuesday",07:30:00,"pm","Akron Tuesday Night A.A. Group","220 Hardy Street","220 Hardy St, Akron, IA","English","Akron","Alcoholics Anonymous","Iowa",-96.5591563,42.8235035,"1d 19H 30M 0S","Plymouth"
"331","Tuesday",07:30:00,"pm","Tuesday Night Trudgers Group","310 N Johnson","310 N Johnson St, Iowa City, IA","Closed, English","Iowa City","Alcoholics Anonymous","Iowa",-91.5266877,41.6650298,"1d 19H 30M 0S","Johnson"
"332","Tuesday",07:30:00,"pm","Rivers Edge Group","317 N Water Street","317 N Water St, Wapello, IA","English, Open","Wapello","Alcoholics Anonymous","Iowa",-91.1847677,41.1826736,"1d 19H 30M 0S","Louisa"
"333","Tuesday",07:30:00,"pm","New Beginnings Group","401 Church St","401 Church St, Shenandoah, IA","English","Shenandoah","Alcoholics Anonymous","Iowa",-95.3711573,40.7629449,"1d 19H 30M 0S","Page"
"334","Tuesday",07:30:00,"pm","Tuesday's In Iowa County Group","803 Clearview Dr","803 Clearview Dr, Williamsburg, IA","English","Williamsburg","Alcoholics Anonymous","Iowa",-92.0344685,41.65971,"1d 19H 30M 0S","Iowa"
"335","Tuesday",07:30:00,"pm","Grapevine Group","Finn House","600 N Ridgley St, Algona, IA",NA,"Algona","Alcoholics Anonymous","Iowa",-94.2410735,43.0745889,"1d 19H 30M 0S","Kossuth"
"336","Tuesday",07:30:00,"pm","Knoxville Group Location Temporarily Closed","Methodist Annex","308 E Robinson St, Knoxville, IA","Location Temporarily Closed, Open, Wheelchair Access","Knoxville","Alcoholics Anonymous","Iowa",-93.0960246,41.3178922,"1d 19H 30M 0S","Marion"
"337","Tuesday",07:30:00,"pm","TNT Group Location Temporarily Closed","Southtown Baptist Church","6001 SE 5th St, Des Moines, IA","Location Temporarily Closed, Open, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.6056378,41.529769,"1d 19H 30M 0S","Polk"
"338","Tuesday",07:30:00,"pm","Sidewalk to Serenity","St. Ann;s Episcopal Church","2110 W 1st St, Ankeny, IA","Open, Wheelchair Access","Ankeny","Alcoholics Anonymous","Iowa",-93.6287859,41.7324736,"1d 19H 30M 0S","Polk"
"339","Tuesday",07:30:00,"pm","Grinnell Group Online Meeting","St. Paul's Episcopal Church","1026 State St, Grinnell, IA","Big Book, Location Temporarily Closed, Online Meeting, Open, Wheelchair Access","Grinnell","Alcoholics Anonymous","Iowa",-92.7204872,41.745223,"1d 19H 30M 0S","Poweshiek"
"340","Tuesday",07:30:00,"pm","White House Group Location Temporarily Closed","White House- Alano Society, Inc.","1400 Pennsylvania Ave, Des Moines, IA","Location Temporarily Closed, Open, Step Meeting, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.609859,41.604903,"1d 19H 30M 0S","Polk"
"341","Tuesday",07:30:00,"pm","Primary Purpose Group Online Meeting","Windsor United Methodist Church","6222 University Ave, Des Moines, IA","Location Temporarily Closed, Online Meeting, Open, Speaker, Wheelchair Access","Des Moines","Alcoholics Anonymous","Iowa",-93.7026819,41.6000872,"1d 19H 30M 0S","Polk"
"342","Tuesday",07:30:00,"pm","Dry Dock Group","Zion Lutheran Church","1901 Rolling St, Ruthven, IA","Closed","Ruthven","Alcoholics Anonymous","Iowa",-94.8947384,43.1295954,"1d 19H 30M 0S","Palo Alto"
